vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Hyte Research Division,United States (Finnrick),https://hyteresearchdivision.com/,hyteresearchdivision.com,support@hyteresearchdivision.com,support@hyteresearchdivision.com; technical@hyteresearchdivision.com,website,https://hyteresearchdivision.com/,(202) 508-4955,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, glp-1, peptide, peptides",5,,Finnrick,,https://www.finnrick.com/vendors/hyte-research-division,Us,0,0,Trading,ok,6,
MedChemExpress,United States,https://medchemexpress.com/,medchemexpress.com,sales@medchemexpress.com,sales@medchemexpress.com; eu.sales@medchemexpress.com; eu.tech@medchemexpress.com; in.sales@medchemexpress.com; jp.sales@medchemexpress.com; kr.sales@medchemexpress.com,website,https://medchemexpress.com/,(468) 650-0910; (609) 228-5909; (609) 228-6898,,,,yes,Georgia,manufacturing_lab,,yes,"glp-1, kisspeptin, oxytocin, peptide, peptides",5,Nothing at all,"PeptideBase, Finnrick",,https://www.finnrick.com/vendors/medchem-express,US: NJ,0,0,Trading: custom synthesis,ok_chromium,5,No PeptideBase profile page
Wellness Research Supply,United States (Finnrick),https://wellnessresearchsupply.com/,wellnessresearchsupply.com,support@wellnessresearchsupply.com,support@wellnessresearchsupply.com,website,https://wellnessresearchsupply.com/,(800) 574-2278,,,,yes,Arizona,research_only,,yes,"bpc-157, peptide, peptides, semaglutide, tirzepatide",5,,Finnrick,,https://www.finnrick.com/vendors/wellness-research-supply,Us,0,0,Trading,ok,3,
Apeiron Elementals,United States (Finnrick),https://apeiron.store/,apeiron.store,store@apeiron.store,store@apeiron.store,website,https://apeiron.store/,(512) 688-6207,,,,yes,TX,manufacturing_lab,yes,,"bpc-157, peptide, peptides, thymosin",4,,Finnrick,,https://www.finnrick.com/vendors/apeiron-elementals,US. TX 78701,0,0,Trading,ok,5,
Ascend Peptides,United States (roster),https://ascendpeptidesuk.com/,ascendpeptidesuk.com,info@ascendpeptidesuk.com,info@ascendpeptidesuk.com,website,https://ascendpeptidesuk.com/,,,,,yes,mainE,manufacturing_lab,,yes,"mots-c, peptide, peptides, tb-500",4,,repo roster (vendor_domains),,,,,,,ok,8,
Bioscience Peptides,United States (Finnrick),https://bioscience-peptides.com/,bioscience-peptides.com,mike@bioscience-peptides.com,mike@bioscience-peptides.com,website,https://bioscience-peptides.com/contact/,,,,,yes,Iowa,manufacturing_lab,yes,yes,"peptide, peptides, ss-31, tesamorelin",4,,Finnrick,,https://www.finnrick.com/vendors/bioscience-peptides,us,0,0,Trading,ok,5,
Canlab International,United States (Finnrick),https://canlabintl.com/,canlabintl.com,info@canlabintl.com,info@canlabintl.com,website,https://canlabintl.com/contact/,,,,,yes,Florida,manufacturing_lab,yes,yes,"bpc-157, peptide, peptides, thymosin",4,,Finnrick,,https://www.finnrick.com/vendors/canlab-international,"US, FL 33139",0,0,Trading,ok,6,
Fit Formulas,United States (Finnrick),https://fittformulas.net/,fittformulas.net,fittformulas@fittformulas.net,fittformulas@fittformulas.net,website,https://fittformulas.net/contact,(339) 203-9666,,,,yes,NH,research_only,,yes,"nad+, peptide, peptides, tb-500",4,,Finnrick,,https://www.finnrick.com/vendors/fit-formulas,US,0,0,Trading,ok_chromium,5,
Lifeways Research,United States (Finnrick),https://glp-123.com/,glp-123.com,support@glp-123.com,support@glp-123.com; privacy@glp-123.com,website,https://glp-123.com/,(307) 301-5123,,,,yes,Wyoming,manufacturing_lab,yes,yes,"glp-1, peptide, peptides, tirzepatide",4,,Finnrick,,https://www.finnrick.com/vendors/lifeways-research,US,0,0,Trading,ok_chromium,5,
NUPEPS Peptides,United States (roster),https://nupeps.com/,nupeps.com,contact@nupeps.com,contact@nupeps.com,website,https://nupeps.com/privacy-policy/,(702) 462-0750,,,,yes,Texas,manufacturing_lab,yes,yes,"cjc-1295, nad+, peptide, peptides",4,,Finnrick,,https://www.finnrick.com/vendors/nupeps-peptides,,0,0,Trading,ok_chromium,4,
PolyPep Advanced Aesthetics,United States (Finnrick),https://site-tfg1q53i3.godaddysites.com/,site-tfg1q53i3.godaddysites.com,astigma@astigmatic.com,astigma@astigmatic.com; paylyna@yahoo.com,website,https://site-tfg1q53i3.godaddysites.com/,,,,,no,,research_only,,yes,"mots-c, peptide, peptides, retatrutide",4,,Finnrick,,https://www.finnrick.com/vendors/polypep-advanced-aesthetics,US,0,0,Trading,ok,1,
SUP Peptide,United States (Finnrick),https://suppeptide.com/,suppeptide.com,alice@suppeptide.com,alice@suppeptide.com; supvip188@gmail.com,website,https://suppeptide.com/,(852) 843-2247,,,,yes,,consumer_and_research,,,"bpc157, ghk-cu, glp-1, peptide",4,,Finnrick,,https://www.finnrick.com/vendors/sup-peptide,us,0,0,Trading,ok,4,
Alpha-Gen,United States (roster),https://alphagen.store/,alphagen.store,bamgasausa@gmail.com,bamgasausa@gmail.com,website,https://alphagen.store/policies/privacy-policy,(786) 992-9052,,,,no,,consumer_and_research,,,"bpc-157, nad+, tb-500",3,,repo roster (vendor_domains),,,,,,,ok+deep,3,
BleauGenics,United States (Finnrick),https://bleaugenics.com/,bleaugenics.com,support@bleaugenics.com,support@bleaugenics.com,website,https://bleaugenics.com/,,,,,yes,California,research_only,yes,yes,"glp-1, peptide, peptides",3,,Finnrick,,https://www.finnrick.com/vendors/bleaugenics,us,0,0,Trading,ok,7,
CS Research,United States,https://csresearch.shop/,csresearch.shop,cs@csresearch.shop,cs@csresearch.shop,website,https://csresearch.shop/contact,,,,,yes,Texas,research_only,yes,yes,"bpc-157, peptide, peptides",3,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/cs-research,,,,,,ok,8,
Forge Performance Co.,United States,https://forgeperformanceco.com/,forgeperformanceco.com,info@forgeperformanceco.com,info@forgeperformanceco.com,website,https://www.forgeperformanceco.com/contact-us/,(260) 810-0825; (512) 763-7168,,,,yes,Texas,research_only,yes,yes,"nad+, peptide, peptides",3,Vendor's own word 4/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/forge-performance-co,https://www.finnrick.com/vendors/forge-performance,,0,0,active,ok,7,
GenScript,United States,https://genscript.com/,genscript.com,support.eu@genscript.com,support.eu@genscript.com; support.uk@genscript.com; support.us@genscript.com; sales.ap@genscript.com; compliance@genscript.com; genscripttechsupport@genscript.com,website,https://genscript.com/,(331) 753-6286; (676) 742-5338; (732) 885-9188,,,,yes,Maryland,manufacturing_lab,yes,,"glp-1, peptide, peptides",3,Nothing at all,"PeptideBase, Finnrick",,https://www.finnrick.com/vendors/genscript,,0,0,Trading: custom synthesis,ok,8,No PeptideBase profile page
Good Life Peptides,United States (Finnrick),https://goodlifepeptides.com/,goodlifepeptides.com,support@goodlifepeptides.com,support@goodlifepeptides.com,website,https://goodlifepeptides.com/,,,,,yes,,compounding_pharmacy,,yes,"glp-1, peptide, peptides",3,,Finnrick,,https://www.finnrick.com/vendors/good-life-peptides,"US, CT",0,0,Trading,ok,7,
Helixora Peptides,United States,https://helixorapeptides.com/,helixorapeptides.com,orders@helixorapeptides.com,orders@helixorapeptides.com,website,https://helixorapeptides.com/support,,,,,yes,,manufacturing_lab,yes,yes,"glp-1, peptide, peptides",3,Nothing at all,PeptideBase,,,,,,,ok_chromium,2,No PeptideBase profile page
Hydro Research,United States (roster),https://hydroresearchpeptides.com/,hydroresearchpeptides.com,support@hydroresearchpeptides.com,support@hydroresearchpeptides.com; vip@hydroresearchpeptides.com,website,https://hydroresearchpeptides.com/,(872) 345-4953,,,,no,,manufacturing_lab,yes,yes,"ghk-cu, peptide, peptides",3,,Finnrick,,https://www.finnrick.com/vendors/hydro-research,,0,0,active,ok,6,
Peptide Researches,United States,https://peptideresearches.com/,peptideresearches.com,contact@peptideresearches.com,contact@peptideresearches.com; privacy@peptideresearches.com; research@peptideresearches.com,website,https://peptideresearches.com/,(555) 012-3456,,,,yes,California,manufacturing_lab,yes,yes,"glp-1, peptide, peptides",3,Vendor's own word 3/6,PeptideBase,https://peptidebase.io/research-vendors/peptide-researches,,,,,,ok,6,
Pinnacle Peptide Labs,United States,https://pinnaclepeptidelabs.com/,pinnaclepeptidelabs.com,info@pinnaclepeptidelabs.com,info@pinnaclepeptidelabs.com; gatti117@gmail.com,website,https://pinnaclepeptidelabs.com/,(305) 814-0227,,,,yes,FLORIDA,manufacturing_lab,yes,yes,"bpc-157, nad+, peptide",3,Vendor's own word 2/6,PeptideBase,https://peptidebase.io/research-vendors/pinnacle-peptide-labs,,,,,,ok,5,
Rescue Research,United States,https://rescueresearchusa.com/,rescueresearchusa.com,customerservice@rescueresearchusa.com,customerservice@rescueresearchusa.com,website,https://rescueresearchusa.com/,,,,,yes,,research_only,yes,yes,"ghk-cu, peptide, peptides",3,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/rescue-research,,,,,,ok,6,
Soma Peptides,United States,https://yoursoma.com/,yoursoma.com,support@somapeptides.com,support@somapeptides.com; care@somapeptides.com,website,https://yoursoma.com/,(800) 778-7879; (888) 818-6543,,,,yes,California,compounding_pharmacy,yes,yes,"oxytocin, peptide, peptides",3,Vendor's own word 2/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/soma-peptides,https://www.finnrick.com/vendors/soma-peptides,US,0,0,Trading,ok,6,
Aavant Research,United States,https://aavantpeptides.com/,aavantpeptides.com,aavant@peptide.email,aavant@peptide.email,website,https://aavantpeptides.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,Finnrick 85%,Finnrick,,https://www.finnrick.com/vendors/aavant-research,,0,0,active,ok+deep,36,Contact form at aavantpeptides.com/contact; no email surfaced; Finnrick retatrutide tests (public sample): 1 pass / 1 fail; Finnrick retatrutide 2026 samples: 1 pass/1 fail; Finnrick tirzepatide tests (public sample): 1 pass / 0 fail; Finnrick tirzepatide rating 89%
AIO Peptides,United States (Finnrick),https://aiopeptides.com/,aiopeptides.com,hello@aiopeptides.com,hello@aiopeptides.com,website,https://aiopeptides.com/,(469) 880-0955,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/aio-peptides,Us,0,0,Trading,ok,7,
Alpha BioMed,United States (Finnrick),https://alphabiomedlabs.com/,alphabiomedlabs.com,support@alphabiomedlabs.com,support@alphabiomedlabs.com,website,https://alphabiomedlabs.com/policies/privacy-policy,(888) 890-8143,,,,yes,CALIFORNIA,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/alpha-biomed,US,0,0,Trading,ok,6,
Alpha Carbon Labs,United States (roster),https://alphacarbonlabs.com/,alphacarbonlabs.com,support@alphacarbonlabs.com,support@alphacarbonlabs.com; legal@alphacarbonlabs.com; privacy@alphacarbonlabs.com,website,https://alphacarbonlabs.com/contact,(786) 763-1086,,,,yes,Florida,manufacturing_lab,yes,yes,"peptide, peptides",2,,repo roster (seed_urls),,,,,,,ok,7,
Alpha Omega Peptide,United States,https://alphaomegapeptide.com/,alphaomegapeptide.com,support@alphaomegapeptide.com,support@alphaomegapeptide.com; admin@alphaomegapeptide.com; support@simplepeptide.com,website,https://alphaomegapeptide.com/,(877) 711-0702; (888) 453-0711,,,,yes,Florida,manufacturing_lab,yes,yes,"peptide, peptides",2,Vendor's own word 2/6,"PeptideBase, PeptiPrices, Finnrick",https://peptidebase.io/research-vendors/alpha-omega-peptide,https://www.finnrick.com/vendors/alpha-omega-peptide,US,0,0,Trading,ok,8,"6586 W Atlantic Ave Ste 1112, Delray Beach FL; (888) 453-0711"
Alpha Peptides,United States (Finnrick),https://alpha-peptides.com/,alpha-peptides.com,cs@alpha-peptides.com,cs@alpha-peptides.com,website,https://alpha-peptides.com/contact-us,(978) 219-0404,,,,yes,NH,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/alpha-peptides,US,0,0,Trading,ok_chromium,2,
AMC Essentials,United States,https://amc-essentials.com/,amc-essentials.com,cs@amc-essentials.com,cs@amc-essentials.com; tech@amc-essentials.com; admin@acpeptides.is,website,https://amc-essentials.com/,(917) 274-7772,,,,yes,New York,research_only,yes,yes,"peptide, peptides",2,Nothing at all,"PeptideBase, PeptiPrices",https://peptidebase.io/research-vendors/amc-essentials,,,,,,ok,6,
BioEdge Research Labs,United States,https://bioedgeresearchlabs.com/,bioedgeresearchlabs.com,info@bioedgeresearchlabs.com,info@bioedgeresearchlabs.com,website,https://bioedgeresearchlabs.com/,(307) 667-1404,,,,yes,maine,manufacturing_lab,yes,yes,"peptide, peptides",2,Vendor's own word 1/6,"PeptideBase, Finnrick",,https://www.finnrick.com/vendors/bioedge-peptides,,0,0,Trading,ok,7,No PeptideBase profile page
BioSynergen Peptides,United States (Finnrick),https://biosynergen.com/,biosynergen.com,support@biosynergen.us,support@biosynergen.us,website,https://biosynergen.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/biosynergen-peptides,US,0,0,Trading,ok_chromium,1,
Crush Research,United States,https://crushresearch.shop/,crushresearch.shop,customerservice@crushresearch.com,customerservice@crushresearch.com,website,https://crushresearch.shop/,,,,"Co-owner Rory = ""Peptok"" on social",yes,New York,research_only,yes,yes,"peptide, peptides",2,Vendor's own word 3/6,"PeptideBase, PeptiPrices, Finnrick",https://peptidebase.io/research-vendors/crush-research-us,https://www.finnrick.com/vendors/crush-research,,,,,ok_chromium,5,"1309 Coffeen Ave STE 1200, Sheridan WY 82801; co-owner Rory (Peptok); Finnrick #16 (84%); Finnrick retatrutide tests (public sample): 1 pass / 0 fail"
Elevated Peptides,United States (Finnrick),https://elevatedpeptides.com/,elevatedpeptides.com,support@elevatedpeptides.com,support@elevatedpeptides.com,website,https://elevatedpeptides.com/,(888) 409-1455,,,,yes,FL,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/elevated-peptides,Us,0,0,Trading,ok_chromium,5,
Elite Research,United States,https://eliteresearchusa.com/,eliteresearchusa.com,orders@eliteresearchusa.com,orders@eliteresearchusa.com,website,https://eliteresearchusa.com/privacy-policy,,,,,no,,consumer_and_research,,,"peptide, peptides",2,Nothing at all,PeptideBase,,,,,,,ok_chromium+deep,7,No PeptideBase profile page
Forge Science,United States (Finnrick),https://forge-science.com/,forge-science.com,info@exceedenhancement.com,info@exceedenhancement.com,website,https://forge-science.com/,,,,,no,,consumer_and_research,yes,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/forge-science,US,0,0,Trading,ok,1,
Glacier Aminos,United States,https://glacieraminos.shop/,glacieraminos.shop,info@glacieraminos.shop,info@glacieraminos.shop,website,https://glacieraminos.shop/privacy-policy/,,,,,yes,California,research_only,yes,yes,"peptide, peptides",2,Nothing at all,"PeptideBase, PeptiPrices, Finnrick",,https://www.finnrick.com/vendors/glacier-aminos,,0,0,Trading,ok_chromium,3,No PeptideBase profile page
Iron Within,United States,https://ironwithin.io/,ironwithin.io,support@ironwithin.io,support@ironwithin.io,website,https://www.ironwithin.io/,,,,,no,,research_only,,yes,"peptide, peptides",2,Nothing at all,PeptideBase,,,,,,,ok,7,No PeptideBase profile page
Longevity Peptides,United States,https://longevitypeptides.us/,longevitypeptides.us,support@longevitypeptides.us,support@longevitypeptides.us,website,https://longevitypeptides.us/pages/contact-us,,,,,no,,consumer_and_research,,,"peptide, peptides",2,Vendor's own word 2/6,PeptideBase,https://peptidebase.io/research-vendors/longevity-peptides,,,,,,ok_chromium+deep,4,
Mad Dog Peps,United States (Finnrick),https://maddogpeps.com/,maddogpeps.com,support@maddogpeps.com,support@maddogpeps.com; order@maddogpeps.com,website,https://maddogpeps.com/contact-us/,(915) 383-9220,,,,yes,Texas,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/mad-dog-peps,US,0,0,Trading,ok,4,
MOB Peptides,United States (Finnrick),https://mobpeptides.net/,mobpeptides.net,info@mobpeptides.net,info@mobpeptides.net,website,https://mobpeptides.net/,(251) 290-5329,,,,yes,Wyoming,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/mob-peptides,US. AL 35203,0,0,Trading,ok_chromium,5,
Modern Research Peptides,United States,https://modernresearchpeptides.net/,modernresearchpeptides.net,modernresearchpeptides@gmail.com,modernresearchpeptides@gmail.com,website,https://modernresearchpeptides.net/contact/,,,,,no,,research_only,yes,yes,"peptide, peptides",2,Vendor's own word 2/6,"PeptideBase, PeptiPrices, Finnrick",https://peptidebase.io/research-vendors/modern-research-peptides,https://www.finnrick.com/vendors/modern-research-peptides,,0,0,Trading,ok_chromium,5,
Paradigm Peptide,United States,https://paradigmpeptides.com/,paradigmpeptides.com,support@paradigmpeptides.com,support@paradigmpeptides.com,master_list/drive,,(391) 811-4194; (391) 813-7287,,,,no,,consumer_and_research,,,"peptide, peptides",2,Nothing at all,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/paradigm-peptide,,,,,,ok_chromium+deep,4,"(800) 706-3449; 1511 N Convent St Ste 700-156, Bourbonnais IL 60914; Finnrick #9 (86%); CAUTION: lookalike sites (paradigm-peptide.com, paradigmpeptidesilc.com w/ gmail) claim original closed — verify"
Peptide Supply Co.,United States,https://peptidesupplyco.com/,peptidesupplyco.com,support@peptidesupplyco.com,support@peptidesupplyco.com; info@peptidesupplyco.com,website,https://peptidesupplyco.com/,(480) 555-1234; (903) 301-1447,,,,no,,research_only,yes,yes,"peptide, peptides",2,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/peptide-supply-co,,,,,,ok,6,
Peptides Source,United States,https://thepeptidesourcellc.com/,thepeptidesourcellc.com,support@thepeptidesourcellc.com,support@thepeptidesourcellc.com,website,https://thepeptidesourcellc.com/privacy.php,,,,,yes,California,research_only,yes,yes,"peptide, peptides",2,Vendor's own word 1/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/peptidessource,https://www.finnrick.com/vendors/the-peptides-source,,0,0,Trading,ok,7,
Pivot Labs Global,United States,https://pivot-labs-global.tenereteam.com/,pivot-labs-global.tenereteam.com,nguyentiendung12031@gmail.com,nguyentiendung12031@gmail.com; shaneeley20101987kne@gmail.com,website,https://pivot-labs-global.tenereteam.com/,,,,,no,,consumer_and_research,yes,,"peptide, peptides",2,Vendor's own word 3/6,PeptideBase,https://peptidebase.io/research-vendors/pivot-labs-global,,,,,,ok_chromium,1,
